EquType,Words
电梯,安徽省 宣城市 郎溪县 小区 电梯 突然 下坠 致两人 被困 十几分钟 期间 数次 拨打 物业 电话 无人 接听 民警 到达 现场 救出 被困 人员 许两 被困 电梯 物业 电话 依旧 无人 接听 被困 十几分钟 民警 成功 救出 被困 人员
起重机械,许 湖北省 武汉市 华夏 幸福 武汉 长江 中心 项目 塔吊 起吊 钢筋 笼时 发生 侧翻 砸 中 路边 两台 车辆 造成 受伤 已送 医院 救治 生命危险 目前 市区 两级 正在 现场 应急 处置
电梯,贵州省 贵阳市 南明区 小区 三号 楼 电梯 突发 故障 十多人 被困 电梯 民警 立即 赶到 现场 展开 救援 成功 救出 被困 人员
电梯,广西 柳州市 柳北区 胜利 路 小区 突然 停电 导致 被困 电梯 救援 人员 立即 赶到 现场 徒手 拉开 电梯门 卡 一楼 二楼 之间 三名 女子 救出 一部 电梯 中 男子 救出
压力容器,江西省 宜春市 铜鼓县 港口 乡 英朝村 村民 做饭 时 煤气罐 突然 着火 民警 到达 现场 使用 水管 煤气罐 进行 降温 处理 湿 棉被 着火 煤气罐 盖住 十多分钟 奋力 扑救 成功 处置 险情
压力容器,陕西省 榆林市 米脂县 十里铺 过境 线 方向 一辆 载满 煤炭 半挂车 侧翻 导致 加 气罐 发生 泄漏 人员 被困 救援 人员 赶到 现场 使用 水枪 罐体 进行 冷却 稀释 三 小时 紧张 救援 险情 处置 完毕
电梯,安徽省 阜阳市 中 清丽 景 小区 三 单元 电梯 突发 故障 停 楼名 小女孩 被困 电梯 紧急 呼救 按钮 损坏 邻居 听到 帮忙 联系 救援 人员 小女孩 成功 救出
压力容器,河南省 信阳市 皂角树村 民房 煤气罐 突发 着火 救援 人员 抵达 现场 使用 水枪 进行 扑救 罐体 进行 冷却 燃烧 煤气罐 徒手 拎 出 关闭 阀门 进行 扑救 险情 处置 成功
压力容器,河南省 三门峡市 连霍 高速 三门峡 段 一辆 装载 吨 汽油 油罐车 侧翻 着火 致两人 死亡 目前 火势 扑灭
电梯,四川省 绵阳市 涪城区 花园 小区 住户 装修 人员 装修 房子 时 小心 电梯 电线 打断 导致 电梯 停止 运行 女子 被困 救援 人员 立即 赶到 现场 电梯 打开 成功 救出 被困 人员
电梯,湖南省 永州市 零 陵区 居民小区 栋 电梯 故障 祖孙 三人 被困 电梯 救援 人员 迅速 赶到 现场 利用 钥匙 打开 电梯门 成功 三人 救出 许零 陵区 花园 小区 停电 致多人 被困 电梯 救援 人员 赶到 现场 先后 营救 疏散 被困 人员
电梯,陕西省 西安市 小区 二 单元 电梯 发生 故障 从层 下坠 至层 晚 有人 乘坐 电梯 时 电梯 发生 下坠
压力容器,凌晨 河北省 衡水市 阜城县 河滨 路 文峰 路 交叉口 一地 锅 咸馍 店 液化气罐 发生爆炸 救援 人员 立即 到场 将余火 扑灭 人员伤亡
压力容器,许 浙江省 绍兴市 新昌县 沙溪段 金华 方向 甬金 高速 一辆 装载 吨 液化 天然气 危险品 槽罐车 车辆 发生 碰撞 致使 液化 天然气 槽罐车 泄漏 起火 消防 部门 赶到 现场 动用 消防 机器人 无人机 进行 联合 处置 直至 事故 处置 之中
起重机械,四川省 南充市 蓬安县 蜀 北康 养 谷地 段 重型 吊车 发生 侧翻 目前 救援 队员 未 赶到 具体 事故 原因 人员伤亡 情况 暂 明确
电梯,湖南省 衡阳 常宁市 电梯 突发 故障 有人 被困 消防员 接警 立即 赶赴现场 使用 破 拆 设备 成功 救出 被困 人员 人员伤亡
电梯,河南省 焦作市 小区 突发 停电 导致 被困 电梯 两个 两岁 宝宝 救援 人员 立即 赶到 现场 成功 救出 被困 人员
压力容器,吉林省 双辽市 居民 家中 煤气罐 突然 起火 火焰 喷至 米 高 救援 人员 立即 赶到 现场 煤气罐 抱至 空旷 地带 降温 冷却 人员伤亡
压力容器,广东省 江门 鹤山市 沙坪 街道 住宅小区 居民楼 楼一 住户 疑似 煤气 爆炸 发生 火灾 消防队 接警 迅速 赶到 现场 火 扑灭 成功 处置 险情
起重机械,河北省 廊坊市 广阳区 廊坊 大学城 建筑工地 正在 施工 塔吊 发生 折臂 人员伤亡
电梯,北京市 海淀区 中关村 总部 基地 公司 停电 有人 被困 电梯
电梯,河北省 秦皇岛市 抚宁 区 超市 两岁 男孩 乘坐 扶梯 时 不慎 摔倒 左手 卡 扶梯 中 工作人员 立即 关停 扶梯 拨打 救援 电话 救援 人员 赶到 现场 使用 扳手 手动 破 拆 工具 组 迅速 男孩 手 取出 送往 医院 治疗
压力容器,浙江省 金华市 浦江县 居民 家中 煤气罐 突然 着火 致四人 被困 六楼 巡警 及时 救援 被困 人员 救出
起重机械,中午 日照市 昭阳 路 海曲 路 交叉口 工地 塔吊 碰到 高压线 突然 起火 消防 立即 前往 现场 紧急 救援 成功 处置 险情 目前 事故 具体 原因 站 明确
压力管道,淄博市 临淄区 济维泽 化工 有限公司 液氯 储罐 管道 破裂 造成 液氯 泄漏 事故 未 造成 人员伤亡 目前 泄漏 得到 有效 控制 相关 处置 工作 正在 有序 进行
压力容器,浙江省 宁波市 君雅苑 疑似 煤气 泄漏 发生爆炸 起火 具体 事故 原因 人员伤亡 情况 暂 明确
电梯,广东省 深圳市 龙华区 出租屋 电梯 突发 故障 母女 被困 电梯 救援 人员 立即 赶到 现场 使用 工具 电梯门 打开 成功 救出 被困 人员
电梯,陕西省 西安市 雁塔区 西影路 海伦 国际 小区 号楼 单元 电梯 发生 下坠 事故 物业 希望 相关 部门 彻查
起重机械,重庆市 巴南区 一在 建工 塔吊 施工 作业 时 发生 折断 倒塌 事故 具体 事故 原因 调查 中
压力容器,江苏省 扬州市 江都 区 南苑 二村 居民 车库 疑似 发生 煤气罐 泄漏 引发 爆燃 致人 受伤 老夫妻 全身 严重 烧伤 目前 医院 抢救
电梯,湖南省 长沙市 星沙 凤凰 城 小区 电梯 突发 故障 岁 小女孩 被困 物业 人员 立即 展开 紧急 救援 半个 小时 小女孩 安全 救出
压力容器,内蒙古 锡林郭勒盟 乌拉 盖 管理区 太阳 现代 居一 住户 厨房 煤气罐 煤气灶 连接 老化 造成 煤气罐 泄漏 业主 使用 煤气灶 打火 时 引起 爆燃 救援 人员 立即 赶赴现场 处置 造成 人员伤亡
电梯,安徽省 芜湖市 繁昌县 横山 茶烟 小区 电梯 突然 停电 导致 两人 被困 电梯 中 十几分钟 民警 联合 小区 物业 利用 机械 钥匙 成功 打开 厢门 救出 被困 人员
电梯,早上 内蒙古 呼和浩特市 电梯 故障 下坠 有人 被困 半个 小时
压力容器,海南省 海口市 国贸 森堡 咖啡 疑似 煤气 泄漏 发生爆炸 具体 事故 原因 人员伤亡 情况不明
电梯,云南省 临沧市 风庆县 区内 配电箱 起火 致某 酒店 游客 被困 电梯 中 截止 目前 游客 未获 解脱
电梯,广西 贵港市 平南县 小区 电梯 故障 多人 被困 电梯 小时 救援 人员 赶到 现场 成功 救出 被困 人员
压力容器,吉林省 长春市 南关区 法治 胡同 饭店 发生 煤气 泄漏 引发 爆炸 事故 目前 具体 事故 原因 正在 调查 中
电梯,陕西省 延安市 安塞 区 河湾 天信 管业 科技 有限责任 公司 工地 电梯 工作人员 安装 电梯 时因 安全 绳 断裂 导致 工作人员 不幸 楼梯 井 坠落 身亡 具体 原因 调查 中
压力容器,江苏省 徐州 新沂市 连霍 高速 港头 服务区 南区 一辆 载有 吨 二甲基甲酰胺 罐装 货车 行驶 时 车辆 突发 泄露 救援 人员 迅速 赶到 现场 罐体 泄露 处 进行 喷水 降温 快速 妥善处置 事故 及时 消除 安全隐患
压力容器,陕西省 延安市 宜川县 往秋林 路上 一辆 装载 液化气 半挂车 车头 起火 引燃 车头 后部 液化气 救援 人员 闻讯 赶往 现场 使用 水枪 气罐 进行 灭火 分钟 处置 成功 火势 扑灭 造成 人员伤亡
压力容器,湖北省 荆门 京山市 温泉 街道 温泉 路 原种场 旁一 民房 煤气罐 着火 救援 人员 迅速 赶往 现场 使用 湿 毛毯 扑灭 火源 之后 煤气罐 抱 下楼 进行 喷水 冷却 抢救 及时 未 造成 人员伤亡
压力容器,安徽省 合肥市 滨湖 新区 金斗 路 餐馆 煤气罐 发生爆炸 具体 事故 原因 人员伤亡 情况 暂 明确
大型游乐设施,陕西省 西安市 华夏 文旅 海洋公园 过山车 突然 断电 引发 故障 工作人员 安排 游客 踩 凳子 下车
压力容器,许 广西 柳州市 融水苗族自治县 迎宾 大道 附近 民房 楼 发生 起疑 煤气 泄漏 引发 爆燃 事故 致人 受伤 救援 人员 迅速 赶到 现场 处置 成功 被困 人员 救出 目前 具体 事故 原因 正在 调查 中
电梯,晚 广东省 中山市 繁华 路 工厂 货梯 故障 致人 被困 二楼 消防人员 立即 到场 利用 电梯 钥匙 铁 铤对 电梯门 进行 开锁 分钟 救援 成功 救出 被困 人员
电梯,湖南省 郴州市 八 一路 生源 超市 男童 左手 不慎 卡进 自动扶梯 救援 人员 立即 赶赴现场 分钟 科学 处置 男童 成功 脱险
电梯,江苏省 无锡市 电梯 故障 致人 被困 消防人员 立即 赶到 现场 成功 救出 被困 人员
电梯,贵州省 六盘水市 香榭 水岸 号楼 电梯 内部 一根 缆绳 断开 搅 一根 缆绳 导致 故障 被困 救援 人员 立即 赶赴现场 救援 成功 救出 被困 人员
压力容器,辽宁省 锦州市 京 沈高速 沈阳 方向 锦州 段 过锦朝 高速 岔路 口 五公里 油罐车 突发 起火 爆炸声 目前 事故 原因 损失 情况 不详
起重机械,浙江省 宁波市 北仑区 线路 公交车 柴桥 客运站 开往 公交 清水 浦站 途经 红联时 红联 地铁 工地 塔吊 钢丝绳 断裂 导致 公交车 体 砸 受损 公交车 内名 乘客 受伤 已送 医院 救治
电梯,泰安 新泰市 新汶 街道 东方 华庭 小区 电梯 发生 故障 物业
电梯,许 四川省 宜宾市 珙县 小区 电梯 故障 老人 被困 二十多分钟 救援 人员 迅速 赶到 现场 固定 电梯 位置 使用 机械 钥匙 打开 电梯门 成功 被困 老人 救出
电梯,山西省 临汾市 升龙 国际 电梯 故障 有人 被困 半个 小时 无人 处理
电梯,浙江省 台州市 椒江区 繁荣 家园 继号 楼 电梯 致死 事件 号 楼 发生 电梯 故障 人员 被困 目前 具体 人员伤亡 情况 暂 明确
压力容器,广东省 清远市 连山壮族瑶族自治县 永和镇 陆寨 村 农庄 突发 着火 引燃 屋内 煤气罐 救援 人员 立即 赶赴现场 使用 水枪 火势 进行 打压 拎 出 煤气罐 约 分钟 救援 成功 处置 险情 目前 火灾 原因 调查 中
压力容器,浙江省 嘉兴市 海盐县 沈荡民旺 花园 地下 车库 疑似 发生 煤气 瓶 爆炸 目前 门口 保安 已经 灭火 具体 人员伤亡 暂 明确
电梯,广东省 东莞市 美 思威 尔顿 酒店 电梯 楼下 降到 楼 突然 停电 有人 被困 半小时
电梯,天津市 滨海新区 开发区 第四 大街 弘景苑 小区 母亲 两个 女孩 被困 电梯 救援 人员 立即 赶到 现场 电梯 电源 切断 使用 电梯 钥匙 电梯门 打开 安全 救出 被困 人员
压力容器,河北省 承德市 宽城县 福成 街 三岔口 处 两辆 汽油 油罐车 发生 追尾 事故 造成 油管 阀门 损坏 汽油 泄漏 救援 人员 迅速 赶赴现场 三个 小时 紧张 救援 汽油 转移 成功 排除 险情
压力容器,晚 云南省 昆明市 新宁 巷 火锅店 突发 火情 火势 很快 扑灭 但店 中 液化气罐 突然 发生 爆燃 两名 员工 受伤
电梯,山西省 霍州市 江湾 御景 小区 男孩 乘坐 电梯 时 键盘 线 电梯门 夹住 男孩 键盘 线 拽 断 导致 电梯 楼层 键 失灵 男孩 被困 扒 门 差点 发生意外
起重机械,台湾省 南投市 集集 古街 牌楼 进行 拆除 时一 施工 吊车 疑似 无法 支撑 牌楼 重量 导致 重心 稳 发生 侧翻 人员 受伤
压力容器,上海市 嘉定区 门面 店铺 液化 石油气 泄漏 遇 火源 引发 爆炸 无人 伤亡
压力容器,陕西省 咸阳市 杨凌区 徐 东湾 村 朝阳 招待所 煤气罐 着火 救援 人员 立即 到达 现场 煤气罐 转移 安全 地带 降温 关阀 现场 处置 完毕 人员 受伤
起重机械,新疆维吾尔自治区 吐鲁番市 一在 建工 塔吊 发生 倒塌 事故 具体 事故 原因 调查 中
压力容器,安徽省 六安市 舒城县 杭埠镇 禾 丰村 民房 发生 火灾 引燃 两个 煤气罐 民警 迅速 到达 现场 进 火海 抱 出 煤气罐 快速 化解 危险 处置 及时 未 造成 人员伤亡
电梯,湖北省 黄石 大冶市 某小 区内 岁 女童 手腕 系着 安全 牵引绳 电梯 夹住 电梯 启动 绳子 吊起 悬空 挂 电梯门 秒 之后 摔 落下来 事发 电梯 自动 启动 急 停 装置 家人 物业 求助 女童 顺利 救出
电梯,江西省 南昌市 梁万 公寓 突然 停电 电梯 停运 被困 救援 人员 立即 赶到 现场 使用 电梯 钥匙 电梯门 打开 被困 人员 成功 救出
电梯,北京市 昌平区 沙河镇 有人 被困 地铁 电梯 里 事故 原因 暂 明确
电梯,广东省 中山市 东凤镇 兴华 中路 电梯 发生 故障 名 男子 被困 电梯 半小时 消防员 迅速 前往 现场 分钟 救援 成功 救出 被困 人员
压力容器,安徽省 六安市 佛子 岭 路 六合 城 小区 楼 居民 厨房 煤气罐 着火 消防员 立即 到达 现场 室内 消火栓 供水 煤气罐 体 进行 冷却 降温 半个 小时 处置 火情 得到 完全 控制 煤气罐 移至 空旷 无人 地带
压力容器,临沂市 兰陵 县 南桥 镇 大胡子 村一 村民 做饭 时 忘记 关 煤气 导致 厨房 起火 引燃 屋内 煤气罐 消防员 赶到 现场 使用 水枪 煤气罐 进行 灭火 冷却 拎 室外 等待 专业 人员 携带 堵漏 工具 阀门 关闭 彻底消除 险情
压力容器,安徽省 铜陵市 十七中 附近 民房 液化气罐 着火 引燃 房屋 救援 人员 紧急 赶往 现场 近 分钟 紧张 扑救 现场 明火 扑灭 液化气罐 拎 安全 区域 进行 冷却 成功 处置 险情
电梯,晚 安徽省 阜阳市 小区 电梯 出现 故障 被困 电梯 民警 接警 立即 赶至 现场 消防队员 帮助 成功 救出
电梯,福建省 厦门市 地铁 号线 钟宅 站 男子 被困 电梯 救援 人员 立即 赶到 现场 半小时 救援 成功 解救 被困 人员
压力容器,安徽省 阜阳市 临泉县 艾亭 镇 居民 家中 煤气罐 着火 救援 人员 迅速 到达 现场 使用 湿布 盖住 煤气罐 钢瓶 护栏 关闭 阀门 煤气罐 开阔 无人 处 冷却 降温 成功 处置 险情
电梯,江苏省 无锡 江阴市 华士 镇 居民楼 电梯 突然 罢工 业主 被困 救援 人员 立即 到场 利用 消防 铁 铤 消防 斧 电梯门 撑开 成功 救出 被困 人员
压力容器,广西壮族自治区 河池市 宜州 区 东升 路 民房 系 煤气 泄漏 发生爆炸 男子 受伤 目前 事故 具体 原因 调查 中
压力容器,云南省 邵通市 永善县 黑寨村 居民 做饭 时 发生 煤气罐 起火 民警 火速 赶往 现场 使用 灭火器 明火 扑灭 湿 毛巾 煤气炉 阀门 关闭 成功 处置 该起 事故
压力容器,湖南省 湘潭市 雨湖区 亚华 花园 小区 附近 店铺 液化气罐 突然 起火 店主 连忙 其移 马路上 公交车 驾驶员 使用 灭火器 进行 灭火 半分钟 火势 控制 下来 消防人员 赶到 现场 人员 受伤
电梯,浙江省 杭州 建德市 新安江 街道 桥 南华 隆 东路 一人 被困 电梯 救援 人员 立即 赶赴现场 处置 分钟 紧张 救援 成功 打开 电梯 救出 被困 人员
压力容器,四川省 江油市 京昆 高速 绵阳 广元 段处 发生 交通事故 一辆 运载 天然气 罐车 罐体 发生 泄漏 一死一伤 伤者 已送 医院 接受 治疗 目前 事故 原因 正在 处理 中
电梯,湖北省 襄阳 市 樊城区 酒店 电梯 轿厢 运行 负楼 楼 之间 时 突发 故障 被困 消防 救援 人员 到场 利用 电梯 钥匙 打开 轿厢 门将 所有人 安全 救出
电梯,浙江省 台州市 椒江区 繁荣 家园 小区 停电 导致 电梯 停 七层 八层 中间 被困 人员 电梯 强行 扒开 内门 层门 掉 进底 坑
